Número de Noticia,Ley de Aplicabilidad,Despacho,Fecha y hora de asignación,Delito,Hechos,DELITO O NO ,Fecha Hechos,Lugar Hechos,Tipo de Interviniente,Nombre,No. Documento,Dirección,Correo,Caracterización,Modalidad,Modo,Indiciados,Detenido ?,Tipo Diligencia,Etapa,Grado Delito,Priorizado,Estado Caso,Tipo Noticia,Usuario,Fuero
'110016010000202522562','Ley 906,111,2025-09-08 04:20:35,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 17 julio 2025 siendo las 12:49 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: Calle 98 # 75 - 08 por medio de Teléfono o celular (Debía comprar un seguro para poder tomar un vehículo y poder trabajar, envié el dinero me piden más.) se presentaron los siguientes hechos: Me ofrecieron un trabajo y debía pagar el seguro para poder tomar el carro y empezar a trabajar y comencé haciendo los pagos y no me dan el comprobante del seguro solo me dicen que debo enviar más dinero y ya he realizado dos envíos de dinero: uno por valor de $140.000 el 17 de julio a las 12:49 pm y el segundo por valor de $100.000 el mismo 17 de julio a las 2:48pm al señor Jhon Jader Correa González a la cuenta Nequi 3015693069 y no cumplieron ni con el seguro ni con el trabajo y tampoco me devuelven el dinero. ///// El día 15 de agosto del año 2025, a la 1:30 pm, se realiza la ampliación del relato de los hechos conforme a la comunicación del usuario: El día 17/7/2025, siendo las 12:49, realice una consignación por el valor de $140.000 mil pesos, al número de Nequi 3015693069, del cual no poseo el número de aprobación, luego de esto realice una segunda consignación por el valor de $100.000 mil pesos, al número de Nequi 3015693069, del cual no poseo el número de aprobación. Agrego el número de Nequi donde realicé las transferencias, registra a nombre del señor Jhon Jader Correa González. Al realizar las transferencias, la señora Elena con quien entable comunicación por el número de WhatsApp 3001107123, me indica que debo hacer una tercera transferencia por el valor de $140.000 mil pesos. Ya que el seguro que me estaba ofreciendo no aplicaba para personas por primera vez con su carro. Así las cosas y ante la desconfianza, empecé a indagar con unos compañeros donde me confirmaron que uno de ellos había sido víctima de estafa por parte de estas mismas personas. Informo que el día 16/7/2025, encontré una publicación en la red social Facebook, publicación que ofrecía trabajo para manejar un carro particular. Al comunicarme con el número de la publicación 3001107123. Número que registra en el perfil como Elena. Esta me ofrece manejar un vehículo particular, con muy buenas garantías, y que para acceder al carro se tenía que pagar la ARL por el valor de 140.000 mil pesos. Quiero aclarar que inicialmente la señorita Elena me había pedido la suma de $140.000, mil pesos, por el valor total del seguro y así poderme entregar el carro para trabajar. Al realizarle el envío, la señorita Elena me indica que se había equivocado y que no eran 140.000 mil pesos, sino la suma de $240.000 mil pesos. Cuando le realice el nuevo envío por el valor de 100.000 mil pesos para ajustar el monto de $240.000 mil pesos. Esta me indica que debo enviar $140.000, mil pesos más. Tema que me causó gran desconfianza y al validar con mis compañeros, estos me informan que uno de ellos había sido víctima de estafa, ya que por las mismas personas le había sucedido la misma situación. Agrego, he intentado comunicarme, pero la respuesta de ellos es solicitando más y más dinero. No tengo mas por agregar. La ampliación de la información se realizó desde el centro de contacto por el agente C.Vargas.",,2025-07-17 05:49:00,"Antioquia, MEDELLÍN - Medellín, Antioquia, COL,CORAZÓN DE JESÚS",DENUNCIANTE,CRISTIAN CAMILO OSORIO MARÍN,'1152702568',,cristiancamiloosoriomarin1@gmail.com,OFRECIMIENTO DE SERVICIOS,OFERTA LABORAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES FACEBOOK,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,GMONTOYAM2,
'050016000248202550426','Ley 906,111,2025-09-08 04:42:48,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? DELITOS INFORMÁTICOS ¿Cómo le pasó? El día 22 agosto 2025 siendo las 10:11 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: CALLE 23 NUMERO 41 55 por medio de Página de Internet (https://www.smt-multapago.info/) se presentaron los siguientes hechos: FUI VICTIMA DE DILITO DE ESTAFA CIBERNETICA A TARVEZ DE LA PAGINA WEB https://www.smt-multapago.info/ POR UN VALOR DE 1.119.378. ESTA PAGINA SIMULA ENTAR A AL PAGINA WEB OFICIAL DE SIMIT, LA INTENCION ERA PAGAR UNA FOTOMULTA EN LA PAGINA WEB DE SIMIT ,,, sin embargo fui victima de estafa, el valor del dinero por $ 1.999.378, se envia al BANCO DAVIVIENDA DEPOSITO DAVIPLATA REFERENCIA 300- 508512 REFERENCIA DE CEDULA DEL QUE RECIBE EL DINERO 1002652670.",,2025-08-22 03:11:00,"Antioquia, MEDELLÍN - Calle 23 41 55, Castropol, Medellín, Antioquia, COL,CASTROPOL",VICTIMA,FRANCY DEL PILAR LOPEZ TORO,'32241662',,francylopeztoro@gmail.com,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INTERNET,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016099166202528506','Ley 906,111,2025-09-09 04:36:11,ESTAFA. ART. 246 C.P. MENOR CUANTIA,¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? ME COMUNIQUE CON EL NÚMERO PARA ALQUILAR LUEGO DE PONERME EN CONTACTO CON LA PERSONA LA MISMA ME PASÓ FOTOS E UBICACIÓN DEL APARTAMENTO POSTERIORMENTE DATOS BANCARIOS PARA REALIZAR EL PAGO A LA CUENTA DE AHORROS BANCOLOMBIA 00754152923 Y ENTREGAR POSTERIORMENTE LA LLAVE PERO NUNCA APARECIÓ ¿Desea agregar algo más a su denuncia? NO,,2025-09-02 02:07:00,"Antioquia, MEDELLÍN - Carrera 50A 123, La Frontera, Medellín, Antioquia, COL,PLAYÓN DE LOS COMUNEROS",TESTIGO,JONATAN CHICA,,,,BIENES INMUEBLES,ARRIENDO,PERSONAL SUPLANTACIÓN,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202547461','Ley 906,111,2025-09-09 08:46:17,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 14 de junio de 2025, el señor rafael asesor, se presenta como trabajador de la gobernación de Antioquia con falsa información y promesas en el establecimiento comercial carrera 49 #52-141 junin maracaibo, me hicieron un crédito por medio del banco de Bogotá con la compra de cartera y mejoramiento de vivienda donde el mismo día 14 de junio se crearon tres cuentas en el banco una de crédito y dos de debito donde el banco de Bogotá aprobó el crédito por $ 7317847 pesos, el cual fue debitado en 40 minutos a estas entidades REALSTATE CP SAS y a la agencia de viajes UNIVERSO TURISTICO HyR. Se firmo un supuesto contrato con la supuesta constructora para mejoramiento de vivienda y que el día lunes 16 de junio de 2025 se hacia la compra de cartera, se robraron todos mis datos e información por que voluntariamente firme sin conocimiento y engaños creyendo en toda la información falsa. Tengo la notificación de la deuda por 5 años con el banco de Bogotá por un total de $ 11879 116 pesos. Me comunico con el asesor Rafael celular 3008659703 y me dice que ya no trabaja en esa empresa, nadie me da mas información ni en agencia de viajes ni en la inmobiliaria,. Esto se reviso y es una estafa, la concejal carrasquilla lo denuncio en todas las redes sociales.- 20250812 El día sábado 14 de junio me entraba en junin con marcaibo donde fui abordada por unos jóvenes que me ofrecieron un raspita con el cual me ganaba un mercado si sacaba los 3 carritos. Cuando me lo gane me llevaron a una oficina donde me dicen que fui favorecida con una compra de cartera y una mejora de vivienda con el Ban o de Bogota que era convenio con la gobernación de Antioquia mas otros Beneficios. Me hicieron una validación con el Banco de Bogota para saber si aplicaba al beneficio haciéndome un estudio de crédito. Cuando me siveron que si me hicieron firmar un contrato con la inmobiliaria real star y que en los próximos dia se comunicaban para la compra de cartera. Después de casi un mes que no me llamaban me di cuenta por las redes donde la concejal Claudia Carrasquilla denunciaba esta entidad por estafa a muchas personas. Me acerque al Banco de Bogotá donde me informan que tengo 3 créditos de los cuales ese misma día en 4p minutos fueron desembolsados a la entidad por 7317837 pesos donde 5460000 fueron desembolsados a la supuesta inmobiliaria y el restante no se sabe. Los dos créditos no se habían desembolsados, fueron devueltos al banco. Los asesores fueron Alex Meza y Rafael. Las oficinas fueron cerradas, me comunique con la inmobiliaria donde expongo el caso y renuncio a la membresía ya que también es una agencia de viajes y en el contrato decía que yo tenia una reserva a un hotel en Villavicencio. Toda la información que me dieron ese día fue un fraude por que en ningún momento se hablo de viajes ni de membresía y menos por este valor. Ellos me rechazaron la renuncia y se redacta un derecho de petición par que el dinero sea devuelto al Banco de Bogotá. Hasta el momento no he recibido ninguna respuesta. Incidente 2025070900509",,2025-06-14 07:00:00,"Antioquia, MEDELLÍN - Carrera 49 52, La Candelaria, Medellín, Antioquia, COL,LA CANDELARIA",DENUNCIANTE,YESENIA ALEXANDRA MESA PEREZ,'1035420628',,yeseniaalexandramesa04@hotmail.com,OFRECIMIENTO DE SERVICIOS,CONTRACTUAL,PERSONAL ENGAÑO EN VÍA PÚBLICA,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202546320','Ley 906,111,2025-09-09 08:54:00,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Me dirigí vía internet a la pagina de la aseguradora SURA, esta pagina me direcciona a un link de asesoría vía WhatsApp. En este chat me solicitaron la información de la placa de la placa del vehículo DSU 541 y la CC del propietario 43865404, inmediatamente me contestan con la información de la cotización del SOAT de mi vehículo y todas sus especificaciones de placa- marca- Línea - modelo - clase y el valor a pagar $942.800, me pidieron anexar unos datos para iniciar la radicación del SOAT como Nombre del propietario y número de cédula, y adicional los datos del tomador Nombre completo - número de cédula - placa del vehículo - ciudad de residencia - número de celular - correo electrónico. Con esta información me suministraron unas recomendaciones del paso a paso para proseguir con la compra donde dieron el código QR y al primer intento arrojó un error, justificaron inconvenientes por actualización en la app y enviaron otro código QR arrojando nuevamente un error y me indican que no era la única usuaria con este inconveniente, me envían nuevamente un código QR el cual se logró transferir con éxito, y me envían el comprobante en PDF el cual entraba en vigencia desde el 7 de Mayo de 2025 hasta 7 de Mayo de 2026.El día de hoy me encuentro haciendo el traspaso del vehículo por motivo de venta y me encuentro con el informe que no contaba con el SOAT actualizado, paso seguido me contacto con la Aseguradora SURA quien me confirma con las evidencias entregadas de comprobante de la transferencia y el PDF del SOAT que había sido estafada, me sugirieron poner el denuncio en la Fiscalía, me contactara con el Banco quienes me piden hacer el denuncio también, y valido que debo presentarme al Transito con este denuncio por las foto multas que rencontraron en el SIMIT en el proceso de la venta del vehículo, que aclaro no había sido notificada de estas foto multas con fechas de 23/05/2025 y 23/06/2025 hasta la fecha",,2025-05-07 04:05:00,"Antioquia, MEDELLÍN - Calle 40 Sur, Cabecera San Antonio de Prado, Medellín, Antioquia, COL",VICTIMA,ISABEL CRISTINA GIL MEJIA,'43865404',,crisgil00@gmail.com,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INTERNET,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202544299','Ley 906,111,2025-09-09 08:54:39,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 28 junio 2025 siendo las 10:13 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: Calle 71a#37-44 por medio de Chat (Estafa incumplinrto de contrato con la agencia de viajes aventura tours) se presentaron los siguientes hechos ellos me dieron un paquete promocional el cual debería pagar en dos cuotas al iniciar con ellos el 50 %que eran 2.158 mil pesos y faltando 10 días para el viaje la misma suma . El 7 de julio a las 4 y 43 realize este primer pago ellos me mandaron un contrato que lo firmara pagando con ella el primero pago q debía el otro y todo los servicios q ofrecias contrato para 5 personas 3 adultos 2 niños estadia en hotel x 4 noches 5 días tik aereos ida y regreso tours incluidos y comidas el 23 de julio procedo a realizar el pago antes mencionado que debía el otro 50 % me llega una factura la cual dice que debo un saldo x 1.720 mil el cual no tenía ni idea de que era pregunto y me dicen que es el pago del Iván y del seguro del cuál nuk se había hablado pedí hablar con el Gerente o encargado y hablé al día siguiente con la señora Sandra Rodríguez bueno así se hizo llamar no me dieron opciónes más q pagar ya q dicen ellos que yo no tenía la información porque entraron empleados nuevos a la empresa y no dieron la información correcta que ofrecían disculpas que no me podían mermar días ya que todo estaba estipulado en un contrato el cual tengo con Migo que adicional a eso en el contrato decía lo del 19 % del Iván al cuál respondo yo que jamás me dejaron saber eso del Iván y que formen el contacto pero q nuk me hicieron énfasis en esa parte . Aye lunes 28 de julio realize el último pago por 1.720 mil del supuesto IVA y seguro y la agencia no apareció con los tiketes ni con las reservas ni con nada dándole cuenta que caí en una estafa por dicha agencia que se encuentra registrada con nit 900760297-5 como aventura tours SAS aparte vigente como empresa legal por eso me confíe y es un estafa ya hice la denuncia a Bancolombia para congelar los pagos y iniciar un proceso y de ser posible recuperar mi dinero el radicado del banco es 8017224287 quedó atenta a cualquier respuesta",,2025-06-28 03:13:00,"Antioquia, MEDELLÍN - Calle 71A 37 44, Manrique Oriental, Medellín, Antioquia, COL,MANRIQUE ORIENTAL",VICTIMA,LUISA FERNANDA HENAO GÓMEZ,'1128273324',,luisahenao.lh98@gmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES CHATS,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202547983','Ley 906,111,2025-09-09 08:54:59,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 04 marzo 2024 siendo las 11:36 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: calle 64ab # 106 - 121 barrio robledo las flores bloque 6 apto 305 por medio de Chat (aplicación del whatsapp ) se presentaron los siguientes hechos: me encontraba trabajando en mi labor en horas de la noche de vigilante en la unidad residencial APARTA ESTUDIO LA CASONA ubicada en calle 65 # 65- 42 barrio bellavista en bello Antioquia, cuando en horas de la madrugada me abordo el señor DANIEL FELIPE JIMENEZ quien vive en dicha unidad residencial, él me pregunto si había logrado sacar mi pensión a lo que yo le respondí que los abogados que tenia no habían podido salirme con nada productivo, a lo que el señor DANIEL me dice que el me recomendaba un abogado que según él es muy bueno y que si le podía pasar mi numero yo le dije que si que de una, ese mismo día en horas de la tarde me escribieron a mi whatsApp del numero telefónico 3249565344 quien se identifico como RAUL CAJAMARCA quien me manifestó que era el abogado amigo de DANIEL y me dijo que le diera mis datos incluyendo el año en que me había retirado de servicio del ejecito, yo le pase muy confiado mis datos y mi proceso a lo que él me manifiesta que yo estaba mal juzgado y que debían darme un pago de retroactivo por $280.000.000 de pesos y que para el poder iniciar con el proceso yo debía pagarle $1.500.000 de pesos, yo como no tenia toda esa entidad en ese momento pero que la iba a conseguir a lo que él me manifiesta que si yo quiero se la puedo consignar o que se la puedo enviar con DANIEL, pero que de ser posible se los enviara con DANIEL, yo le entregue a DANIEL la suma de $ 16.000.000 de pesos, al numero de cuenta NEQUI 3213645358 consigne $ 200.000 pesos, al NEQUI 3226470985 le consigne $245.000 pesos, al NEQUI 3145904285 consigne $ 50.000 pesos, al NEQUI 3106501888 consigne $ 600.000 pesos, al NEQUI 3024989580 consigne $ 1.000.000 de pesos y $ 260.000 de pesos, al NEQUI 3027431604 consigné 150.000 de pesos y $ 110.000 de pesos y $ 200.000 de pesos, al NEQUI 3015334727 consigne $ 250.000 de pesos, al CUENTA CAMCOLOMBIA 58000011574, cuenta BANCOLOMBIA AHORRO 01446816604 a nombre de HUGO ALBERTO LOPEZ consigne $ 1.000.000 de pesos y $ 950.000 de pesos , al BANCOLOMBIA AHORRO 24500039546 consigne $ 1.000.000 de pesos, BANCOLOMBIA AHORRO 91205651484 consigne $ 300.000 pesos, al NEQUI 3108904811 consigne $ 350.000 de pesos y $ 1.000.000 de pesos, al NEQUI 3014042442 CONSIGNE $ 400.000 pesos, BANCOLOMBIA AHORRO 161-000113-13 a nombre de SEBASTIAN JIMENEZ consigne 500.000 pesos y y $ 1.000.000 de pesos y $ 750.000 y 250.000 de pesos y $ 1.000.000 de pesos y $ 3.000.000 de pesos y $ 1.940.000 de pesos y $450.000 de pesos y $ 300.000 pesos , a la cuenta ahorro a la mano 03043573634 CONSIGNE $ 200.000 pesos, BANCOLOMBIA AHORRO consigne 300.000 pesos, NEQUI 3023345375 consigne 300.000 pesos, AL NEQUI 3108904811 consigne $ 500.000 pesos, al NEQUI 3105274624 consigne $ 500.000 pesos y $ 300.000 de pesos, BANCOLOMBIA AHORRO consigne 1.000.000 pesos, al NEQUI 316546752-98 le consigne $ 1.100.000 de pesos, al nequi 3128869275 le consigne $ 1.200.000 de pesos, todos esas consignaciones fueron con el abogado RAUL quien me di cuenta que me había estafado, y con la conversación que tengo con DANIEL donde él me dice que debo consignar al nequi 3105274624 $ 400.000 de pesos, a la BANCOLOMBIA AHORRO consigne $ 500.000 pesos, BANCOLOMBIA AHORRO 0000003018671893 consigne $ 650.000 de pesos, después de eso me empiezan a amenazar y me di cuenta que me habían estafado.",,2024-03-04 04:36:00,"Antioquia, MEDELLÍN - Calle 64AB 106 121, Área de Expansión Pajarito, Medellín, Antioquia, COL",INDICIADO,DANIEL FELIPE JIMENEZ CORREA,'1020454447',,,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES VÍA TELEFÓNICA,1,DETENIDO No,INDAGACION SIN PRESO P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202548337','Ley 906,111,2025-09-09 10:46:33,ESTAFA. ART. 246 C.P. MENOR CUANTIA AGRAVADA CUANDO LA ESTAFA SE REALICE POR INDUCCION A ERROR ART. 247 C.P. N.2,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 10 junio 2025 siendo las 13:00 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: CALLE 53 47 60 de manera presencial se presentaron los siguientes hechos: Un joven llamado Alejandro de la empresa Holding Pass S.A.S me aborda en la calle junin, para ofrecer que la empresa me puede recuperar los puntos de mis compras, pasada unos minutos, me lleva a la oficina y me piden todos mis datos y mi tarjeta de crédito el cual me cobran $1.500.000, diciendo que me los van a devolver con los puntos. Al llegar a casa preocupada porque no entendía lo que había pasado, mis hijos inician un proceso para retractar la compra dentro de los tiempos que por ley hay, sin embargo; respondieron que devolverían $800.000 pero a la fecha no ha sucedido y ya se cumplió el tiempo de respuesta.",,2025-06-10 06:00:00,"Antioquia, MEDELLÍN - Calle 53 47 60, La Candelaria, Medellín, Antioquia, COL,LA CANDELARIA",DENUNCIANTE,BERTA LUZ RODRIGUEZ,'32116699',,bertrodri26@hotmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,PERSONAL ENGAÑO EN VÍA PÚBLICA,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'110016010000202521450','Ley 906,111,2025-09-09 10:56:41,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? DELITOS INFORMÁTICOS ¿Cómo le pasó? El día 30 julio 2025 siendo las 15:30 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: Municipio de Cisneros por medio de Página de Internet (Hurto por medios informatixos) se presentaron los siguientes hechos: Recibo un mensaje de texto donde me indica que de mi cuenta acaban de hacer una transacción de 10.000.000 millones de pesos, posterior a esto recibo una llamada donde me indican que son del banco y quieren confirmar si realice esta transacción y les informo que no, en ese momento me llega otro mensaje donde hacen otra operación por 7.998.890. Inmediatamente llamo a la línea verde donde después de 30 minutos puede comunicarme con un operador donde me indica que haga esta denuncia. Respuesta del ciudadano: 20250731 El total de dinero debitado de mi cuenta es de 17.998.890 millones de pesos: mi número de cuenta es 230188008056 cuenta de ahorro, banco popular; el primer débito fue transderido por WOMPI S.A.S, este fue por 10.000.000 millones de pesos y el segundo por 7.998.890 millones de pesos fue transferido por mercado pago colombia-PSE. El día 31 de julio del año 2025 a las 1:55 pm, se realiza la ampliación del relato de los hechos conforme a la comunicación del usuario. Se comunicaron conmigo desde 3189736744, eran un hombre que se hizo pasar por el banco, es de aclarar que no desconfié, ya que cuando hago movimientos de alto valor siempre me llaman diciéndome que si apruebo o no el movimiento; Al decirles que no, me dijeron que, para reversar la transacción, debía darle el nombre completo, cédula, fecha de nacimiento y el número de token físico, luego de esto me colgaron inmediatamente y posterior me sacaron el otro valor.",,2025-07-30 03:30:00,"Antioquia, MEDELLÍN - Carrera 49A 95 79, Berlín, Medellín, Antioquia, COL,BERLÍN",VICTIMA,DIDIER MAURICIO SUESCUN BEDOYA,'71319269',,didiermsuescun@gmail.com,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES VÍA TELEFÓNICA,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,ASANDOVALS1,
'050016000248202549398','Ley 906,111,2025-09-09 11:11:09,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? A través de internet, di clic en un link de ¿SIMIT¿ para el pago de una fotomulta, este me lleva a la cuenta de Whasapp 3213039767, me enviaron el estado de cuenta y luego el total con el 50% de descuento; seguido me comparten los medios de pago que reciben ( varios bancos), una vez confirmado me pasa el QR de Bancolombia con el nombre ¿SIMIT¿ al cual procedo con el pago de 302027 pesos, seguidamente pido el paz y salvo y me dicen que debo pagar otros 83300 pesos, me comuniqué con movilidad en línea del municipio de Medellín y que eso era una estafa, igual respuesta me dieron al comunicarme con el SIMIT, del banco me piden hacer la denuncia para avanzar en la reclamación.",,2025-07-10 05:30:00,"Antioquia, MEDELLÍN - Calle 100F 82 17, Doce de Octubre No.2, Medellín, Antioquia, COL,DOCE DE OCTUBRE 2",DENUNCIANTE,GABRIEL JAIME GUTIÉRREZ LÓPEZ,'71381956',,gabrieljaimegl@hotmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202551172','Ley 906,111,2025-09-10 01:28:24,ESTAFA. ART. 246 C.P.,"¿Qué viene a denunciar? DELITOS INFORMÁTICOS ¿Cómo le pasó? El día 06 agosto 2025 siendo las 07:31 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: Virtual por medio de Redes Sociales (la red social Facebook) se presentaron los siguientes hechos: Observó una publicidad de addi la cual ofrece cambiar cupo por efectivo la cual me lleva a WhatsApp y para verificar datos solicitan mi cedula por ambos lados y registro fotográfico en tiempo real luego toman mi cupo al comunicarme con la entidad me indican que se trata de un fraude y toman el reporte con numero de solicitud C-47316 la cual obtendré respuesta en 15 días hábiles luego de revisar y escalar la solicitud Respuesta del ciudadano: 20250808 Estafa red sociales robo cupo addi",,2025-08-06 12:31:00,"Antioquia, MEDELLÍN - Medellín, Antioquia, COL,CORAZÓN DE JESÚS",VICTIMA,ADRIANA ASTRID QUINTERO SEPULVEDA,'43269473',,aaq2630@hotmail.com,OFRECIMIENTO DE SERVICIOS,PRÉSTAMO DE DINERO,PÁGINAS WEB GOOGLE,0,,INDAGACION EN AVERIGUACION P.A.,INDAGACIÓN,NINGUNO,NO,ACTIVO,DENUNCIA,JAMOSQUERA1,
'110016010000202512265','Ley 906,111,2025-09-10 02:14:28,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Entre el 11 y 12 de febrero fuimos estafados por una persona que dice ser la representante legal de una agencia de viajes llamada vívelo pues se hace llamar Juan Andrés zapata y envía todos los documentos ¿legales y vigentes¿ de su supuesta agencia, le transferi la suma de 2.510,750 a una cuenta de bancolombia a nombre de DANIEL ORANGEL VARGILLA VÉLEZ CUENTA DE AHORROS N.00772213336. La cual ya fue bloqueada por bancolombia por estafa ya que la he reportado. El susodicho dejó de responder a los mensajes de whatsapp desde el viernes y al preguntar por reservas a nombre de él o la agencia no aparece nada. El nos solicitó documentos como fotos de la cédula para hacer reservas, el número de WhatsApp que usa es el 3193923501. También maneja un perfil de Instagram @juanandreszapata100 y una página en Facebook llamada vívelo pues. El dejo de responder mensajes y el celular desvía las llamadas. Investigando más a donde nos dimos cuenta que hay comentarios en su página de Facebook donde indica que son una estafa y que roban el dinero. En bancolombia me dieron el radicado #8016425049 Ampliación: Yo estaba en Instagram, en la pagina de Jetsmart la cual es una aerolínea, vi unos descuentos, comento la página y alguien me respondió, esta persona me habla al Instagram y me comparte toda la información, me dijo que si quería habláramos por WhatsApp, aquí me contesta el asesor Juan Andrés Zapata, procede a enviarme toda la información de los descuentos, me refiere que nos tomemos un café para explicarme todo, sin embargo nunca nos vimos, la promoción tenia tiempo limite, por lo que Juan Andrés me dijo que debía enviarle lo de los vuelos para que me los pudiera separar, envío el dinero y el me envía la factura, revise la información de la empresa y estaba legalmente establecida por lo que nunca sospeche nada. Al día siguiente me escribió de nuevo y me pregunto que había pensado del tour, le respondo que estoy pendiente de las reservas a lo que me contesta que aun no tenia acceso al WhatsApp, el sábado 15 de febrero madrugo a hablarle y no me respondió, así fue también el 16. Al día siguiente entro a una pagina de Facebook y evidencio que habían comentarios donde hacían referencia que era una estafa y como no me habían reservado los tiquetes me di cuenta que me habían estafado. Dos amigos míos me enviaron el dinero para realizar la compra de los tiquetes, ya que era un viaje entre todos, por lo que también perdieron dinero ellos. Estas personas se hicieron pasar por una empresa llamada Vivelo pues, pero como me enviaron factura, cámara de comercio nunca sospeche nada.",,2025-02-11 07:14:00,"Antioquia, MEDELLÍN - Carrera 63b 42 37, Medellín, Antioquia, COL,CONQUISTADORES",VICTIMA,MARIA ANTONIA PRIETO VARGAS,'1037642258',,,OFRECIMIENTO DE SERVICIOS,PLAN VACACIONAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INSTAGRAM,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,INACTIVO,QUERELLA,ARUIZE1,
'050016000248202549787','Ley 906,111,2025-09-10 02:41:28,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 02 agosto 2025 siendo las 18:16 en la ciudad de MEDELLÍN, ANTIOQUIA, dirección: Calle 110 #49 B 25 por medio de Chat (Se hicieron pasar por un conocido que me estaba pidiendo dinero por medio del wasap ) se presentaron los siguientes hechos: me pidieron dinero para trasferir a una cuenta de neqqi , primero 200 mil pesos y luego 100 mil",,2025-08-02 11:16:00,"Antioquia, MEDELLÍN - Calle 110 49B 25, La Francia, Medellín, Antioquia, COL,LA FRANCIA",DENUNCIANTE,LUISA MARÍA CONTRERAS DEL RÍO,'1214739083',,amparodelrio33@gmail.com,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES CHATS,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
